Order ID,Customer ID,Order date & time,Product,Order value (gross),Order value (net),Discount applied (₹),Discount applied (%),Payment mode,Shipping city,Pincode,First order vs repeat,Channel source (last touch),Delivered / Returned / RTO,order_rank,Corrected order type
ORD-20240308-015268,CUST-0007846,2024-03-08 23:06:00,Mixed Cart,3195,2291,905,28.3,Wallet,Gurgaon,183812,First,Influencer,Delivered,1.0,First
ORD-20240308-015269,CUST-0010269,2024-03-08 15:19:00,Single item,3281,2952,328,10.0,UPI,Ahmedabad,295479,Repeat,Google,Delivered,2.0,Repeat
ORD-20240308-015270,CUST-0003104,2024-03-08 11:16:00,2-item cart,4551,3186,1365,30.0,UPI,Ahmedabad,735131,First,Organic Instagram,Delivered,1.0,First
ORD-20240308-015271,CUST-0016906,2024-03-08 22:04:00,Single item,3407,3066,341,10.0,Card,Coimbatore,811018,Repeat,Influencer,Returned,4.0,Repeat
ORD-20240308-015272,CUST-0003006,2024-03-08 16:02:00,Mixed Cart,2995,2696,299,10.0,Wallet,Bengaluru,139516,Repeat,Email/SMS,Delivered,3.0,Repeat
ORD-20240308-015273,CUST-0008301,2024-03-08 14:53:00,Single item,3304,2606,698,21.1,Card,Surat,830194,First,Influencer,Delivered,1.0,First
ORD-20240308-015274,CUST-0007883,2024-03-08 23:19:00,2-item cart,3719,2958,761,20.5,UPI,Vadodara,529501,First,Meta,Returned,1.0,First
ORD-20240308-015275,CUST-0000938,2024-03-08 14:08:00,Single item,3976,3494,483,12.1,UPI,Mumbai,328015,Repeat,Google,Delivered,2.0,Repeat
ORD-20240309-015276,CUST-0021562,2024-03-09 15:13:00,Single item,2968,2421,548,18.4,UPI,Mumbai,481466,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20240309-015277,CUST-0025360,2024-03-09 23:21:00,Single item,3553,2915,638,18.0,NetBanking,Dehradun,214305,First,Google,RTO,1.0,First
ORD-20240309-015278,CUST-0010376,2024-03-09 12:59:00,Single item,4164,3184,980,23.5,UPI,Bhopal,570023,First,Meta,Delivered,1.0,First
ORD-20240309-015279,CUST-0001935,2024-03-09 15:19:00,Mixed Cart,3762,3386,376,10.0,Wallet,Surat,431820,First,Meta,Returned,1.0,First
ORD-20240309-015280,CUST-0017703,2024-03-09 18:28:00,Single item,4625,3371,1254,27.1,COD,Rajkot,116129,First,Offline (Friends/Family),Returned,1.0,First
ORD-20240309-015281,CUST-0012060,2024-03-09 18:30:00,Mixed Cart,3034,2535,500,16.5,COD,Mumbai,523946,Repeat,Meta,RTO,2.0,Repeat
ORD-20240309-015282,CUST-0021622,2024-03-09 10:07:00,2-item cart,3226,2609,617,19.1,COD,Mumbai,465254,First,Meta,Delivered,1.0,First
ORD-20240309-015283,CUST-0005229,2024-03-09 14:21:00,Single item,3502,2873,630,18.0,UPI,Rajkot,207385,Repeat,Offline (Friends/Family),Delivered,2.0,Repeat
ORD-20240309-015284,CUST-0008870,2024-03-09 14:32:00,Mixed Cart,3554,3119,436,12.3,NetBanking,Kolkata,351602,First,Meta,Delivered,1.0,First
ORD-20240309-015285,CUST-0015557,2024-03-09 14:15:00,Mixed Cart,3356,2665,691,20.6,UPI,Mysuru,202578,Repeat,Meta,Returned,2.0,Repeat
ORD-20240309-015286,CUST-0006001,2024-03-09 16:06:00,2-item cart,3804,2663,1141,30.0,UPI,Nagpur,250888,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20240309-015287,CUST-0004792,2024-03-09 10:43:00,Single item,3148,2581,568,18.0,COD,Nashik,596330,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240309-015288,CUST-0012901,2024-03-09 17:15:00,Single item,2982,2684,298,10.0,Card,Chennai,495987,First,Google,Returned,1.0,First
ORD-20240309-015289,CUST-0003421,2024-03-09 13:56:00,2-item cart,2939,2300,638,21.7,Card,Noida,401202,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20240309-015290,CUST-0013481,2024-03-09 19:38:00,Single item,2689,2252,437,16.2,UPI,Nashik,813050,First,Meta,Returned,1.0,First
ORD-20240309-015291,CUST-0011598,2024-03-09 11:37:00,2-item cart,4112,3093,1019,24.8,UPI,Bengaluru,814423,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240309-015292,CUST-0000308,2024-03-09 11:55:00,2-item cart,3639,2972,667,18.3,UPI,Rajkot,525703,Repeat,Meta,Delivered,3.0,Repeat
ORD-20240309-015293,CUST-0000773,2024-03-09 10:15:00,Single item,2901,2426,475,16.4,NetBanking,Bengaluru,656076,First,Organic Instagram,Returned,1.0,First
ORD-20240309-015294,CUST-0021818,2024-03-09 10:23:00,Mixed Cart,3280,2906,374,11.4,Card,Mumbai,747888,Repeat,Influencer,Delivered,3.0,Repeat
ORD-20240309-015295,CUST-0008205,2024-03-09 11:04:00,Mixed Cart,3023,2706,316,10.5,Card,Noida,691390,Repeat,Meta,Returned,2.0,Repeat
ORD-20240309-015296,CUST-0000338,2024-03-09 14:35:00,2-item cart,3733,3083,650,17.4,Card,Mumbai,504799,Repeat,Meta,Returned,5.0,Repeat
ORD-20240309-015297,CUST-0016580,2024-03-09 22:33:00,Single item,3967,3265,702,17.7,Card,Visakhapatnam,187539,First,Meta,Delivered,1.0,First
ORD-20240309-015298,CUST-0003589,2024-03-09 19:20:00,2-item cart,3065,2554,511,16.7,UPI,Delhi,245755,First,Influencer,Returned,1.0,First
ORD-20240309-015299,CUST-0024639,2024-03-09 16:32:00,Single item,2543,2233,310,12.2,UPI,Bhubaneswar,422370,First,Google,Delivered,1.0,First
ORD-20240309-015300,CUST-0022032,2024-03-09 17:08:00,Mixed Cart,2466,2218,247,10.0,Card,Kolkata,398131,First,Offline (Friends/Family),Returned,1.0,First
ORD-20240309-015301,CUST-0007727,2024-03-09 17:13:00,Mixed Cart,3501,2916,585,16.7,COD,Patna,222437,First,Meta,Delivered,1.0,First
ORD-20240309-015302,CUST-0026393,2024-03-09 13:21:00,Single item,3429,2557,872,25.4,COD,Gurgaon,476703,First,Google,RTO,1.0,First
ORD-20240309-015303,CUST-0001150,2024-03-09 11:21:00,Single item,2920,2346,574,19.7,Wallet,Dehradun,158488,First,Meta,Delivered,1.0,First
ORD-20240309-015304,CUST-0017596,2024-03-09 22:57:00,Mixed Cart,3336,2489,847,25.4,UPI,Kolkata,524592,Repeat,Offline (Friends/Family),RTO,3.0,Repeat
ORD-20240309-015305,CUST-0012331,2024-03-09 23:32:00,Mixed Cart,2923,2505,418,14.3,Card,Delhi,243184,Repeat,Meta,RTO,2.0,Repeat
ORD-20240309-015306,CUST-0010679,2024-03-09 11:37:00,Mixed Cart,3012,2457,555,18.4,COD,Kochi,499558,Repeat,Google,Delivered,2.0,Repeat
ORD-20240310-015307,CUST-0011397,2024-03-10 19:15:00,Single item,3790,3058,732,19.3,Card,Nashik,801839,First,Meta,Delivered,1.0,First
ORD-20240310-015308,CUST-0025422,2024-03-10 19:41:00,Single item,4404,3210,1193,27.1,UPI,Chandigarh,428657,First,Meta,Delivered,1.0,First
ORD-20240310-015309,CUST-0018482,2024-03-10 20:38:00,Mixed Cart,3260,2574,686,21.0,UPI,Ranchi,591777,Repeat,Meta,RTO,2.0,Repeat
ORD-20240310-015310,CUST-0010979,2024-03-10 16:11:00,Single item,3773,2663,1110,29.4,Card,Bengaluru,391457,Repeat,Google,Delivered,5.0,Repeat
ORD-20240310-015311,CUST-0009074,2024-03-10 12:55:00,2-item cart,3683,2913,770,20.9,UPI,Delhi,673173,First,Meta,Delivered,1.0,First
ORD-20240310-015312,CUST-0023502,2024-03-10 19:52:00,Single item,2865,2578,287,10.0,Card,Nashik,306231,First,Meta,Delivered,1.0,First
ORD-20240310-015313,CUST-0013144,2024-03-10 23:01:00,2-item cart,3692,2909,783,21.2,COD,Patna,660272,Repeat,Influencer,Returned,3.0,Repeat
ORD-20240310-015314,CUST-0017071,2024-03-10 19:13:00,Single item,3120,2326,794,25.4,COD,Kochi,443433,First,Organic Instagram,Delivered,1.0,First
ORD-20240310-015315,CUST-0023229,2024-03-10 19:05:00,Mixed Cart,4281,3623,658,15.4,COD,Jaipur,322808,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240310-015316,CUST-0015587,2024-03-10 19:07:00,2-item cart,4047,3170,877,21.7,UPI,Ahmedabad,503967,Repeat,Offline (Friends/Family),Returned,2.0,Repeat
ORD-20240310-015317,CUST-0023116,2024-03-10 21:34:00,Mixed Cart,3822,3073,749,19.6,Card,Chandigarh,183374,First,Meta,Delivered,1.0,First
ORD-20240310-015318,CUST-0002623,2024-03-10 20:47:00,Single item,2957,2440,517,17.5,UPI,Nagpur,769265,First,Instagram DM,Delivered,1.0,First
ORD-20240310-015319,CUST-0009297,2024-03-10 23:50:00,2-item cart,3820,3231,589,15.4,Wallet,Bengaluru,431201,Repeat,Offline (Friends/Family),Delivered,2.0,Repeat
ORD-20240310-015320,CUST-0021484,2024-03-10 15:27:00,2-item cart,3034,2615,420,13.8,UPI,Hyderabad,633217,First,Meta,Returned,1.0,First
ORD-20240310-015321,CUST-0020141,2024-03-10 23:23:00,2-item cart,2777,2224,553,19.9,Card,Chennai,475347,Repeat,Influencer,Returned,2.0,Repeat
ORD-20240310-015322,CUST-0018834,2024-03-10 16:51:00,2-item cart,2912,2480,432,14.8,COD,Vadodara,312098,Repeat,Influencer,Returned,2.0,Repeat
ORD-20240310-015323,CUST-0003606,2024-03-10 19:56:00,2-item cart,3806,2765,1041,27.4,UPI,Bengaluru,726323,First,Instagram DM,Delivered,1.0,First
ORD-20240310-015324,CUST-0009719,2024-03-10 10:26:00,2-item cart,3690,2750,940,25.5,UPI,Lucknow,809169,First,Meta,Delivered,1.0,First
ORD-20240310-015325,CUST-0018971,2024-03-10 10:08:00,Single item,3242,2918,324,10.0,COD,Lucknow,699522,Repeat,Influencer,Delivered,3.0,Repeat
ORD-20240310-015326,CUST-0014208,2024-03-10 10:57:00,Mixed Cart,2623,2249,374,14.3,COD,Hyderabad,764711,Repeat,Influencer,Returned,2.0,Repeat
ORD-20240310-015327,CUST-0025065,2024-03-10 13:50:00,Single item,2885,2429,456,15.8,Card,Surat,392004,Repeat,Organic Instagram,RTO,2.0,Repeat
ORD-20240310-015328,CUST-0011997,2024-03-10 23:45:00,Mixed Cart,2982,2684,298,10.0,Card,Delhi,281516,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240310-015329,CUST-0023921,2024-03-10 13:23:00,2-item cart,2562,2117,445,17.4,COD,Rajkot,285165,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240310-015330,CUST-0008785,2024-03-10 18:37:00,Mixed Cart,2834,2171,663,23.4,UPI,Noida,251327,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240310-015331,CUST-0011295,2024-03-10 14:25:00,2-item cart,3069,2460,608,19.8,COD,Bengaluru,730579,First,Meta,Delivered,1.0,First
ORD-20240310-015332,CUST-0015168,2024-03-10 15:15:00,Single item,2419,2151,267,11.1,NetBanking,Delhi,568446,First,Influencer,Returned,1.0,First
ORD-20240310-015333,CUST-0012419,2024-03-10 20:06:00,Mixed Cart,2613,2297,315,12.1,Card,Jaipur,354465,Repeat,Google,Returned,3.0,Repeat
ORD-20240310-015334,CUST-0011754,2024-03-10 23:25:00,Single item,4281,3446,835,19.5,Card,Bhubaneswar,764359,Repeat,Meta,Delivered,4.0,Repeat
ORD-20240310-015335,CUST-0005436,2024-03-10 20:52:00,2-item cart,3402,2690,712,20.9,Card,Vadodara,716016,First,Organic Instagram,RTO,1.0,First
ORD-20240310-015336,CUST-0005805,2024-03-10 21:02:00,Mixed Cart,3990,3238,752,18.9,Card,Bhopal,383257,Repeat,Meta,Delivered,4.0,Repeat
ORD-20240310-015337,CUST-0013474,2024-03-10 19:59:00,Mixed Cart,2653,2148,505,19.0,Wallet,Dehradun,807834,First,Meta,Delivered,1.0,First
ORD-20240310-015338,CUST-0005442,2024-03-10 14:59:00,Single item,3628,2793,835,23.0,Card,Chennai,830187,First,Meta,Delivered,1.0,First
ORD-20240311-015339,CUST-0009270,2024-03-11 11:27:00,Mixed Cart,3904,2751,1153,29.5,Card,Chennai,808990,Repeat,Meta,RTO,2.0,Repeat
ORD-20240311-015340,CUST-0013718,2024-03-11 15:59:00,Single item,3366,2731,635,18.9,Card,Delhi,196519,First,Influencer,Delivered,1.0,First
ORD-20240311-015341,CUST-0021742,2024-03-11 15:02:00,Mixed Cart,3640,2957,683,18.8,UPI,Kochi,546430,Repeat,Google,Delivered,2.0,Repeat
ORD-20240311-015342,CUST-0009186,2024-03-11 14:30:00,Single item,3644,3280,364,10.0,Card,Pune,814264,Repeat,Email/SMS,Delivered,3.0,Repeat
ORD-20240311-015343,CUST-0011898,2024-03-11 15:05:00,Single item,3728,3302,426,11.4,UPI,Bhopal,733057,First,Meta,Delivered,1.0,First
ORD-20240311-015344,CUST-0024411,2024-03-11 21:45:00,Single item,3416,2616,800,23.4,COD,Jaipur,754934,First,Email/SMS,Delivered,1.0,First
ORD-20240311-015345,CUST-0001243,2024-03-11 16:45:00,2-item cart,3395,2684,711,20.9,COD,Lucknow,777498,First,Influencer,Delivered,1.0,First
ORD-20240311-015346,CUST-0012472,2024-03-11 21:50:00,2-item cart,2551,2150,401,15.7,Card,Nagpur,550794,First,Instagram DM,Returned,1.0,First
ORD-20240311-015347,CUST-0010834,2024-03-11 16:04:00,Mixed Cart,3487,2608,879,25.2,UPI,Bengaluru,227544,Repeat,Meta,Returned,2.0,Repeat
ORD-20240311-015348,CUST-0020855,2024-03-11 12:31:00,Single item,2934,2600,335,11.4,Wallet,Pune,270146,First,Meta,Delivered,1.0,First
ORD-20240311-015349,CUST-0022434,2024-03-11 18:38:00,Single item,4019,3373,646,16.1,COD,Hyderabad,299496,Repeat,Meta,RTO,3.0,Repeat
ORD-20240311-015350,CUST-0002233,2024-03-11 19:21:00,Single item,3591,2981,609,17.0,Card,Dehradun,233133,Repeat,Email/SMS,Returned,2.0,Repeat
ORD-20240311-015351,CUST-0000007,2024-03-11 15:47:00,Mixed Cart,3150,2371,779,24.7,Card,Bengaluru,515414,First,Meta,Returned,1.0,First
ORD-20240311-015352,CUST-0005904,2024-03-11 14:49:00,Single item,3614,2997,617,17.1,UPI,Lucknow,247955,First,Meta,Delivered,1.0,First
ORD-20240311-015353,CUST-0013684,2024-03-11 22:05:00,2-item cart,4019,2900,1119,27.8,Wallet,Kolkata,188495,Repeat,Google,Delivered,2.0,Repeat
ORD-20240311-015354,CUST-0020743,2024-03-11 22:18:00,Mixed Cart,3601,2820,781,21.7,COD,Bhopal,830620,First,Meta,Delivered,1.0,First
ORD-20240311-015355,CUST-0024178,2024-03-11 11:19:00,Single item,3630,3083,547,15.1,UPI,Nagpur,314916,First,Organic Instagram,Returned,1.0,First
ORD-20240311-015356,CUST-0019762,2024-03-11 13:35:00,Mixed Cart,3157,2545,612,19.4,COD,Kanpur,666916,First,Instagram DM,Delivered,1.0,First
ORD-20240311-015357,CUST-0018091,2024-03-11 16:03:00,2-item cart,3701,3211,490,13.2,UPI,Bengaluru,282790,Repeat,Google,Returned,3.0,Repeat
ORD-20240311-015358,CUST-0011743,2024-03-11 14:03:00,2-item cart,3762,3205,557,14.8,UPI,Patna,114422,First,Meta,Returned,1.0,First
ORD-20240311-015359,CUST-0007162,2024-03-11 12:55:00,Single item,2902,2328,574,19.8,Wallet,Nashik,650146,Repeat,Meta,Delivered,3.0,Repeat
ORD-20240311-015360,CUST-0025436,2024-03-11 13:24:00,Mixed Cart,3505,3005,501,14.3,Card,Ranchi,246681,Repeat,Meta,Returned,2.0,Repeat
ORD-20240311-015361,CUST-0005315,2024-03-11 20:02:00,Single item,2942,2546,395,13.4,Card,Jaipur,309977,First,Meta,Returned,1.0,First
ORD-20240311-015362,CUST-0013529,2024-03-11 20:18:00,2-item cart,3617,2655,962,26.6,Card,Bhubaneswar,624632,Repeat,Influencer,Returned,2.0,Repeat
ORD-20240312-015363,CUST-0023152,2024-03-12 19:49:00,2-item cart,3951,2786,1165,29.5,UPI,Nagpur,174142,First,Instagram DM,Delivered,1.0,First
ORD-20240312-015364,CUST-0017511,2024-03-12 17:17:00,2-item cart,3453,2765,688,19.9,COD,Delhi,829274,Repeat,Organic Instagram,Delivered,3.0,Repeat
ORD-20240312-015365,CUST-0005949,2024-03-12 22:50:00,Single item,3433,2866,567,16.5,COD,Dehradun,563548,First,Instagram DM,Delivered,1.0,First
ORD-20240312-015366,CUST-0000040,2024-03-12 17:21:00,2-item cart,3147,2738,409,13.0,UPI,Chennai,770628,Repeat,Organic Instagram,Delivered,2.0,Repeat
ORD-20240312-015367,CUST-0004123,2024-03-12 12:05:00,2-item cart,2917,2519,398,13.7,COD,Bhopal,459273,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240312-015368,CUST-0024718,2024-03-12 12:11:00,2-item cart,2803,2523,280,10.0,Card,Kanpur,733099,Repeat,Google,Delivered,2.0,Repeat
ORD-20240312-015369,CUST-0002652,2024-03-12 15:38:00,Mixed Cart,2829,2545,283,10.0,UPI,Delhi,676678,First,Organic Instagram,Delivered,1.0,First
ORD-20240312-015370,CUST-0018916,2024-03-12 20:45:00,Single item,3873,3159,714,18.4,UPI,Delhi,815103,First,Influencer,Returned,1.0,First
ORD-20240312-015371,CUST-0024329,2024-03-12 14:58:00,Mixed Cart,2719,2166,553,20.3,COD,Nagpur,415124,First,Meta,Delivered,1.0,First
ORD-20240312-015372,CUST-0010901,2024-03-12 20:36:00,2-item cart,3844,3151,694,18.0,Card,Patna,335697,First,Google,Delivered,1.0,First
ORD-20240312-015373,CUST-0016572,2024-03-12 13:34:00,2-item cart,3463,2863,600,17.3,Wallet,Mumbai,461577,Repeat,Meta,RTO,3.0,Repeat
ORD-20240312-015374,CUST-0012445,2024-03-12 23:41:00,Single item,4007,3526,482,12.0,UPI,Mumbai,801297,Repeat,Meta,RTO,2.0,Repeat
ORD-20240312-015375,CUST-0025599,2024-03-12 17:33:00,Single item,3469,2777,693,20.0,Wallet,Nagpur,607260,First,Instagram DM,Delivered,1.0,First
ORD-20240312-015376,CUST-0013849,2024-03-12 14:01:00,Mixed Cart,2682,2230,452,16.8,UPI,Lucknow,782507,First,Influencer,Delivered,1.0,First
ORD-20240312-015377,CUST-0012243,2024-03-12 22:26:00,Single item,3057,2669,388,12.7,NetBanking,Rajkot,508598,Repeat,Email/SMS,Delivered,3.0,Repeat
ORD-20240312-015378,CUST-0014921,2024-03-12 22:25:00,Mixed Cart,2920,2568,353,12.1,Card,Delhi,237280,Repeat,Email/SMS,RTO,4.0,Repeat
ORD-20240312-015379,CUST-0007714,2024-03-12 21:16:00,Mixed Cart,3687,2761,926,25.1,UPI,Delhi,677549,First,Meta,Returned,1.0,First
ORD-20240312-015380,CUST-0024573,2024-03-12 15:39:00,Single item,3071,2764,307,10.0,Card,Visakhapatnam,250114,Repeat,Google,Delivered,3.0,Repeat
ORD-20240312-015381,CUST-0000139,2024-03-12 16:32:00,Mixed Cart,2620,2173,448,17.1,UPI,Delhi,380199,Repeat,Instagram DM,Delivered,2.0,Repeat
ORD-20240312-015382,CUST-0023515,2024-03-12 21:38:00,2-item cart,3793,3055,738,19.5,COD,Mumbai,322405,First,Meta,Delivered,1.0,First
ORD-20240313-015383,CUST-0000741,2024-03-13 10:59:00,2-item cart,3096,2541,555,17.9,Card,Chennai,462184,First,Meta,Delivered,1.0,First
ORD-20240313-015384,CUST-0000014,2024-03-13 16:20:00,Single item,2727,2426,300,11.0,Card,Chennai,555727,First,Google,Delivered,1.0,First
ORD-20240313-015385,CUST-0026090,2024-03-13 13:33:00,Mixed Cart,4107,3069,1039,25.3,COD,Hyderabad,174959,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240313-015386,CUST-0014173,2024-03-13 16:42:00,Single item,3320,2635,685,20.6,Card,Kanpur,513954,Repeat,Organic Instagram,Delivered,3.0,Repeat
ORD-20240313-015387,CUST-0018618,2024-03-13 23:22:00,Single item,3618,3044,574,15.9,NetBanking,Jaipur,237349,Repeat,Influencer,RTO,2.0,Repeat
ORD-20240313-015388,CUST-0003714,2024-03-13 13:22:00,Single item,3179,2454,726,22.8,COD,Ahmedabad,315010,First,Meta,Delivered,1.0,First
ORD-20240313-015389,CUST-0007622,2024-03-13 21:48:00,Mixed Cart,2332,2089,243,10.4,UPI,Patna,630989,Repeat,Google,Returned,2.0,Repeat
ORD-20240313-015390,CUST-0008494,2024-03-13 13:06:00,2-item cart,4063,3249,814,20.0,UPI,Dehradun,629617,First,Instagram DM,Delivered,1.0,First
ORD-20240313-015391,CUST-0018454,2024-03-13 15:55:00,2-item cart,2667,2139,527,19.8,Wallet,Indore,736104,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240313-015392,CUST-0007365,2024-03-13 23:37:00,Mixed Cart,3283,2567,716,21.8,NetBanking,Hyderabad,606943,First,Google,RTO,1.0,First
ORD-20240313-015393,CUST-0006544,2024-03-13 16:08:00,2-item cart,3439,2718,721,21.0,COD,Bhopal,789924,Repeat,Influencer,Delivered,4.0,Repeat
ORD-20240313-015394,CUST-0006575,2024-03-13 10:19:00,2-item cart,3540,3186,354,10.0,UPI,Pune,154129,First,Google,Delivered,1.0,First
ORD-20240313-015395,CUST-0025356,2024-03-13 17:36:00,Mixed Cart,2966,2669,297,10.0,Card,Ludhiana,582259,Repeat,Organic Instagram,Delivered,2.0,Repeat
ORD-20240313-015396,CUST-0023701,2024-03-13 15:40:00,Mixed Cart,3398,2938,460,13.5,UPI,Nagpur,490375,Repeat,Meta,Delivered,4.0,Repeat
ORD-20240313-015397,CUST-0019459,2024-03-13 19:59:00,Mixed Cart,2672,2256,417,15.6,Card,Chandigarh,163813,Repeat,Google,Returned,6.0,Repeat
ORD-20240313-015398,CUST-0005567,2024-03-13 16:01:00,Single item,3658,2961,697,19.1,Card,Bengaluru,314042,Repeat,Email/SMS,Returned,2.0,Repeat
ORD-20240313-015399,CUST-0010090,2024-03-13 17:17:00,Mixed Cart,2883,2437,446,15.5,UPI,Bengaluru,802951,First,Meta,Delivered,1.0,First
ORD-20240313-015400,CUST-0018882,2024-03-13 13:55:00,Single item,3532,2664,868,24.6,UPI,Dehradun,425991,First,Instagram DM,Delivered,1.0,First
ORD-20240313-015401,CUST-0006565,2024-03-13 22:39:00,Single item,3503,2704,799,22.8,COD,Visakhapatnam,241984,First,Meta,Delivered,1.0,First
ORD-20240313-015402,CUST-0023787,2024-03-13 18:47:00,2-item cart,3251,2712,539,16.6,Card,Delhi,317914,First,Meta,Delivered,1.0,First
ORD-20240313-015403,CUST-0007893,2024-03-13 14:17:00,Single item,3500,2582,918,26.2,UPI,Mumbai,428691,First,Influencer,Returned,1.0,First
ORD-20240313-015404,CUST-0024838,2024-03-13 20:06:00,2-item cart,3296,2383,912,27.7,NetBanking,Chennai,353874,First,Organic Instagram,RTO,1.0,First
ORD-20240313-015405,CUST-0004074,2024-03-13 20:09:00,Single item,3696,2814,882,23.9,UPI,Nashik,500110,Repeat,Google,Delivered,2.0,Repeat
ORD-20240313-015406,CUST-0017029,2024-03-13 13:09:00,Single item,3823,2793,1030,27.0,UPI,Vadodara,552443,First,Meta,Returned,1.0,First
ORD-20240313-015407,CUST-0010124,2024-03-13 10:32:00,Mixed Cart,3224,2680,544,16.9,Card,Delhi,571967,Repeat,Google,Delivered,3.0,Repeat
ORD-20240313-015408,CUST-0018799,2024-03-13 12:39:00,2-item cart,3826,3375,451,11.8,Card,Nagpur,750029,First,Email/SMS,Returned,1.0,First
ORD-20240313-015409,CUST-0020256,2024-03-13 11:53:00,Mixed Cart,3667,2567,1101,30.0,UPI,Bengaluru,253805,Repeat,Influencer,RTO,2.0,Repeat
ORD-20240313-015410,CUST-0016410,2024-03-13 14:48:00,2-item cart,3505,2854,651,18.6,COD,Jaipur,176550,First,Meta,Delivered,1.0,First
ORD-20240313-015411,CUST-0026203,2024-03-13 19:08:00,2-item cart,3963,3313,650,16.4,UPI,Hyderabad,421477,First,Meta,Delivered,1.0,First
ORD-20240313-015412,CUST-0018044,2024-03-13 11:08:00,Mixed Cart,2902,2370,533,18.4,COD,Pune,496762,First,Google,Delivered,1.0,First
ORD-20240313-015413,CUST-0012128,2024-03-13 13:03:00,Single item,3066,2704,362,11.8,UPI,Vadodara,143512,First,Meta,Delivered,1.0,First
ORD-20240313-015414,CUST-0010881,2024-03-13 14:02:00,Single item,3975,3163,812,20.4,NetBanking,Mumbai,165486,Repeat,Influencer,Returned,2.0,Repeat
ORD-20240313-015415,CUST-0024203,2024-03-13 22:07:00,2-item cart,3495,2795,700,20.0,UPI,Bhubaneswar,764774,Repeat,Email/SMS,Returned,2.0,Repeat
ORD-20240313-015416,CUST-0021693,2024-03-13 15:37:00,Mixed Cart,3640,2809,831,22.8,COD,Kanpur,329932,Repeat,Google,Returned,2.0,Repeat
ORD-20240314-015417,CUST-0024465,2024-03-14 17:33:00,Mixed Cart,4655,3258,1397,30.0,COD,Kochi,486453,First,Influencer,Delivered,1.0,First
ORD-20240314-015418,CUST-0007924,2024-03-14 14:16:00,Single item,3416,2862,554,16.2,Card,Noida,605197,First,Email/SMS,Delivered,1.0,First
ORD-20240314-015419,CUST-0016558,2024-03-14 17:20:00,Single item,3396,3056,340,10.0,UPI,Mysuru,746080,First,Meta,Delivered,1.0,First
ORD-20240314-015420,CUST-0008007,2024-03-14 18:53:00,Single item,2910,2466,444,15.3,COD,Bengaluru,568857,First,Influencer,Delivered,1.0,First
ORD-20240314-015421,CUST-0025341,2024-03-14 21:38:00,Single item,4137,3316,821,19.9,COD,Visakhapatnam,439978,Repeat,Instagram DM,Delivered,2.0,Repeat
ORD-20240314-015422,CUST-0006420,2024-03-14 19:48:00,Single item,3928,3003,926,23.6,Card,Mysuru,175099,First,Meta,Delivered,1.0,First
ORD-20240314-015423,CUST-0025261,2024-03-14 21:28:00,Single item,3226,2903,323,10.0,Card,Bengaluru,259615,Repeat,Email/SMS,Delivered,2.0,Repeat
ORD-20240314-015424,CUST-0026172,2024-03-14 15:13:00,2-item cart,3575,3170,405,11.3,NetBanking,Kanpur,655051,First,Meta,Delivered,1.0,First
ORD-20240314-015425,CUST-0011189,2024-03-14 22:52:00,2-item cart,3248,2923,325,10.0,UPI,Gurgaon,311599,First,Meta,Delivered,1.0,First
ORD-20240314-015426,CUST-0016093,2024-03-14 16:46:00,2-item cart,3237,2826,411,12.7,UPI,Indore,263877,First,Meta,RTO,1.0,First
ORD-20240314-015427,CUST-0015408,2024-03-14 20:10:00,Single item,2913,2621,292,10.0,UPI,Kanpur,196544,Repeat,Meta,Delivered,2.0,Repeat
ORD-20240314-015428,CUST-0015178,2024-03-14 15:44:00,2-item cart,3326,2749,577,17.4,Card,Mumbai,441443,First,Organic Instagram,Returned,1.0,First
ORD-20240314-015429,CUST-0019916,2024-03-14 20:55:00,Single item,3610,2678,932,25.8,COD,Kolkata,604177,First,Google,Delivered,1.0,First
ORD-20240314-015430,CUST-0011497,2024-03-14 13:13:00,2-item cart,3286,2475,811,24.7,UPI,Pune,820007,First,Google,Returned,1.0,First
ORD-20240314-015431,CUST-0023939,2024-03-14 17:49:00,2-item cart,3372,2955,418,12.4,Card,Delhi,694014,First,Meta,RTO,1.0,First
ORD-20240314-015432,CUST-0012569,2024-03-14 18:31:00,Single item,2364,2073,291,12.3,UPI,Ahmedabad,583795,First,Email/SMS,Returned,1.0,First
ORD-20240314-015433,CUST-0026787,2024-03-14 15:07:00,Single item,2938,2396,541,18.4,UPI,Surat,627611,First,Organic Instagram,Delivered,1.0,First
ORD-20240314-015434,CUST-0019936,2024-03-14 12:19:00,Mixed Cart,3639,3115,523,14.4,UPI,Bengaluru,761867,First,Email/SMS,Returned,1.0,First
