Order ID,SKU ID,"Category (top, bottom, outerwear, etc.)",Size,Color,MRP,Selling price,Discount %,Returned? (Y/N),Return reason (if any),Actual discount %
ORD-20231009-011723,SKU-SHI-0001,shirts,XS,White,1999,2185,0,N,,-9.304652326
ORD-20231009-011724,SKU-SHI-0001,shirts,S,White,1999,999,50,Y,RTO,50.02501251
ORD-20231009-011724,SKU-SHI-0001,shirts,L,Grey,1999,999,50,Y,RTO,50.02501251
ORD-20231009-011725,SKU-SHI-0001,shirts,L,Navy,1999,2209,0,N,,-10.50525263
ORD-20231009-011726,SKU-SHI-0001,shirts,S,Black,1999,2420,0,Y,Size issue,-21.06053027
ORD-20231009-011727,SKU-PAN-0020,pants,XS,Black,2999,1889,37,Y,Size issue,37.01233745
ORD-20231009-011728,SKU-TSH-0004,tshirts,M,Beige,1499,2204,0,N,,-47.03135424
ORD-20231009-011729,SKU-CRO-0019,croptops,XS,White,1799,2078,0,Y,Different than images,-15.5086159
ORD-20231009-011730,SKU-SHI-0001,shirts,XS,Grey,1999,1656,17.2,N,,17.15857929
ORD-20231010-011731,SKU-CRO-0005,croptops,S,Navy,2399,2392,0.3,Y,Delayed delivery,0.291788245
ORD-20231010-011732,SKU-SHI-0001,shirts,M,White,1999,2294,0,N,,-14.75737869
ORD-20231010-011733,SKU-CRO-0048,croptops,S,Maroon,1799,2039,0,Y,Size issue,-13.34074486
ORD-20231010-011734,SKU-TSH-0004,tshirts,M,Blue,1499,2483,0,Y,Size issue,-65.64376251
ORD-20231010-011735,SKU-SHI-0001,shirts,S,Maroon,1999,1181,40.9,N,,40.92046023
ORD-20231010-011735,SKU-SHI-0001,shirts,M,Olive,1999,1109,44.5,N,,44.52226113
ORD-20231010-011736,SKU-JAC-0025,jackets,XL,Olive,4499,1773,50,N,,60.5912425
ORD-20231010-011737,SKU-CRO-0005,croptops,S,Grey,2399,999,50,Y,Changed mind,58.35764902
ORD-20231010-011737,SKU-PAN-0008,pants,XL,Black,2999,1272,50,Y,Size issue,57.58586195
ORD-20231010-011738,SKU-SHI-0003,shirts,L,Olive,2799,2079,25.7,N,,25.72347267
ORD-20231010-011739,SKU-SHI-0006,shirts,XS,Beige,2799,2332,16.7,N,,16.68453019
ORD-20231010-011740,SKU-SHI-0001,shirts,XS,Navy,1999,1048,47.6,N,,47.57378689
ORD-20231010-011740,SKU-PAN-0002,pants,XS,Olive,2699,1466,45.7,N,,45.68358651
ORD-20231010-011741,SKU-CRO-0005,croptops,M,Beige,2399,999,50,N,,58.35764902
ORD-20231010-011741,SKU-CRO-0007,croptops,S,Maroon,1899,999,47.4,N,,47.39336493
ORD-20231010-011742,SKU-PAN-0002,pants,XXL,Navy,2699,2113,21.7,N,,21.71174509
ORD-20231010-011743,SKU-SHI-0001,shirts,L,Olive,1999,999,50,N,,50.02501251
ORD-20231010-011743,SKU-PAN-0002,pants,XXL,Maroon,2699,1198,50,N,,55.61319007
ORD-20231010-011744,SKU-SHI-0001,shirts,L,Olive,1999,2001,0,N,,-0.100050025
ORD-20231010-011745,SKU-PAN-0002,pants,XXL,Blue,2699,2509,7,N,,7.039644313
ORD-20231010-011746,SKU-JAC-0025,jackets,M,Navy,4499,1810,50,Y,Fit not as expected,59.76883752
ORD-20231010-011747,SKU-TSH-0012,tshirts,XS,Black,1999,2257,0,Y,RTO,-12.90645323
ORD-20231010-011748,SKU-SHI-0001,shirts,XL,Olive,1999,2412,0,Y,RTO,-20.66033017
ORD-20231010-011749,SKU-SHI-0001,shirts,XS,Olive,1999,2792,0,Y,Quality concern,-39.66983492
ORD-20231010-011750,SKU-SHI-0001,shirts,S,Navy,1999,1931,3.4,N,,3.40170085
ORD-20231010-011751,SKU-PAN-0009,pants,XXL,Navy,2799,2661,4.9,Y,Size issue,4.930332262
ORD-20231010-011752,SKU-SHI-0001,shirts,XL,Grey,1999,1125,43.7,N,,43.72186093
ORD-20231010-011752,SKU-SHI-0006,shirts,L,Maroon,2799,1571,43.9,N,,43.87281172
ORD-20231010-011753,SKU-PAN-0002,pants,XS,Olive,2699,1825,32.4,Y,Fit not as expected,32.38236384
ORD-20231010-011754,SKU-PAN-0009,pants,L,Black,2799,2940,0,N,,-5.037513398
ORD-20231010-011755,SKU-SHI-0003,shirts,L,Olive,2799,1225,50,N,,56.23436942
ORD-20231010-011755,SKU-CRO-0007,croptops,XS,Maroon,1899,999,47.4,N,,47.39336493
ORD-20231010-011756,SKU-SHI-0003,shirts,S,Navy,2799,2239,20,Y,Size issue,20.00714541
ORD-20231010-011757,SKU-CRO-0007,croptops,XXL,Grey,1899,1811,4.6,N,,4.634017904
ORD-20231010-011758,SKU-SHI-0003,shirts,XS,Maroon,2799,2359,15.7,N,,15.71989996
ORD-20231010-011759,SKU-PAN-0009,pants,XS,Olive,2799,2448,12.5,N,,12.54019293
ORD-20231010-011760,SKU-PAN-0002,pants,XL,Blue,2699,1897,29.7,Y,Size issue,29.71470915
ORD-20231010-011761,SKU-JAC-0025,jackets,S,White,4499,1359,50,N,,69.7932874
ORD-20231010-011761,SKU-PAN-0026,pants,S,Olive,3299,1058,50,N,,67.92967566
ORD-20231010-011762,SKU-SHI-0003,shirts,XXL,Olive,2799,1779,36.4,N,,36.44158628
ORD-20231010-011763,SKU-JAC-0027,jackets,L,White,4799,2193,50,N,,54.30297979
ORD-20231010-011764,SKU-SHI-0001,shirts,XL,Maroon,1999,1372,31.4,N,,31.36568284
ORD-20231010-011764,SKU-TSH-0029,tshirts,M,Olive,1699,1183,30.4,N,,30.37080636
ORD-20231010-011765,SKU-PAN-0002,pants,S,Black,2699,1945,27.9,N,,27.93627269
ORD-20231010-011766,SKU-SHI-0001,shirts,S,Blue,1999,2203,0,N,,-10.20510255
ORD-20231010-011767,SKU-SHI-0001,shirts,XL,Black,1999,1990,0.5,N,,0.450225113
ORD-20231011-011768,SKU-SHO-0011,shorts,XXL,Olive,1799,2309,0,Y,RTO,-28.34908282
ORD-20231011-011769,SKU-CRO-0005,croptops,S,Grey,2399,999,50,Y,RTO,58.35764902
ORD-20231011-011769,SKU-CRO-0043,croptops,XS,Beige,1799,999,44.5,Y,RTO,44.46914953
ORD-20231011-011770,SKU-PAN-0021,pants,M,Olive,2799,2172,22.4,N,,22.40085745
ORD-20231011-011771,SKU-TSH-0010,tshirts,XS,Black,1799,2766,0,N,,-53.75208449
ORD-20231011-011772,SKU-CRO-0005,croptops,L,Black,2399,2478,0,Y,Different than images,-3.293038766
ORD-20231011-011773,SKU-TSH-0004,tshirts,XS,White,1499,999,33.4,Y,Quality concern,33.35557038
ORD-20231011-011773,SKU-SHI-0003,shirts,XL,Beige,2799,1110,50,Y,Size issue,60.34297964
ORD-20231011-011774,SKU-SHI-0006,shirts,M,Blue,2799,1998,28.6,N,,28.61736334
ORD-20231011-011775,SKU-SHI-0024,shirts,L,Black,2299,1980,13.9,N,,13.87559809
ORD-20231011-011776,SKU-JAC-0044,jackets,S,White,4199,1834,50,Y,RTO,56.32293403
ORD-20231011-011777,SKU-SHI-0001,shirts,M,Beige,1999,1970,1.5,Y,Changed mind,1.450725363
ORD-20231011-011778,SKU-SHI-0001,shirts,S,Navy,1999,1079,46,N,,46.02301151
ORD-20231011-011778,SKU-TSH-0049,tshirts,XL,Navy,1499,999,33.4,N,,33.35557038
ORD-20231011-011779,SKU-SHO-0040,shorts,S,Blue,1999,2703,0,N,,-35.2176088
ORD-20231011-011780,SKU-PAN-0009,pants,M,Grey,2799,2431,13.1,N,,13.1475527
ORD-20231011-011781,SKU-SHI-0003,shirts,M,Olive,2799,2264,19.1,N,,19.11396927
ORD-20231011-011782,SKU-TSH-0004,tshirts,L,Grey,1499,999,33.4,Y,Changed mind,33.35557038
ORD-20231011-011782,SKU-TSH-0012,tshirts,XXL,Grey,1999,999,50,Y,Different than images,50.02501251
ORD-20231011-011782,SKU-SHI-0001,shirts,XS,Blue,1999,999,50,Y,Size issue,50.02501251
ORD-20231011-011783,SKU-TSH-0012,tshirts,L,Navy,1999,999,50,N,,50.02501251
ORD-20231011-011783,SKU-SHI-0006,shirts,XXL,Beige,2799,1082,50,N,,61.34333691
ORD-20231011-011784,SKU-SHI-0001,shirts,M,Black,1999,2114,0,Y,RTO,-5.752876438
ORD-20231011-011785,SKU-SHI-0017,shirts,L,Olive,2299,1572,31.6,Y,Size issue,31.62244454
ORD-20231011-011786,SKU-SHI-0001,shirts,XL,Grey,1999,2144,0,N,,-7.253626813
ORD-20231011-011787,SKU-PAN-0002,pants,XXL,Olive,2699,2765,0,Y,RTO,-2.44535013
ORD-20231011-011788,SKU-JAC-0027,jackets,L,Navy,4799,1169,50,Y,Size issue,75.64075849
ORD-20231011-011788,SKU-TSH-0029,tshirts,M,Olive,1699,999,41.2,Y,Delayed delivery,41.2007063
ORD-20231011-011789,SKU-SHO-0023,shorts,M,Blue,1799,999,44.5,Y,Different than images,44.46914953
ORD-20231011-011789,SKU-JAC-0046,jackets,S,Navy,4799,1100,50,Y,Delayed delivery,77.07855803
ORD-20231011-011790,SKU-PAN-0022,pants,XXL,Black,2499,2759,0,N,,-10.40416166
ORD-20231011-011791,SKU-SHI-0001,shirts,XS,Black,1999,2448,0,N,,-22.46123062
ORD-20231011-011792,SKU-PAN-0008,pants,XS,Olive,2999,1055,50,N,,64.8216072
ORD-20231011-011792,SKU-SHI-0003,shirts,XS,White,2799,999,50,N,,64.30868167
ORD-20231011-011793,SKU-SHI-0003,shirts,XXL,Maroon,2799,2008,28.3,N,,28.26009289
ORD-20231011-011794,SKU-PAN-0047,pants,XXL,Olive,2499,2003,19.8,N,,19.84793918
ORD-20231011-011795,SKU-TSH-0004,tshirts,S,Blue,1499,1232,17.8,N,,17.81187458
ORD-20231011-011795,SKU-TSH-0004,tshirts,S,Black,1499,1241,17.2,N,,17.21147432
ORD-20231011-011796,SKU-PAN-0002,pants,S,Blue,2699,1523,43.6,N,,43.57169322
ORD-20231011-011796,SKU-SHO-0023,shorts,L,Blue,1799,1034,42.5,N,,42.52362424
ORD-20231011-011797,SKU-SHI-0001,shirts,S,Black,1999,999,50,N,,50.02501251
ORD-20231011-011797,SKU-PAN-0002,pants,L,Maroon,2699,999,50,N,,62.98629122
ORD-20231011-011798,SKU-JAC-0025,jackets,XS,Navy,4499,2058,50,Y,Quality concern,54.25650144
ORD-20231011-011799,SKU-SHI-0001,shirts,XXL,Grey,1999,999,50,N,,50.02501251
ORD-20231011-011799,SKU-SHI-0001,shirts,XL,White,1999,999,50,N,,50.02501251
ORD-20231011-011800,SKU-PAN-0022,pants,XL,White,2499,2064,17.4,Y,Different than images,17.40696279
ORD-20231011-011801,SKU-PAN-0002,pants,XS,Grey,2699,2379,11.9,N,,11.85624305
ORD-20231011-011802,SKU-CRO-0007,croptops,M,Grey,1899,2410,0,Y,Size issue,-26.90889942
ORD-20231011-011803,SKU-CRO-0037,croptops,XXL,Maroon,1799,999,44.5,N,,44.46914953
ORD-20231011-011803,SKU-JAC-0027,jackets,S,Maroon,4799,1737,50,N,,63.80495937
ORD-20231011-011804,SKU-PAN-0016,pants,S,Maroon,2499,1623,35.1,Y,Changed mind,35.05402161
ORD-20231012-011805,SKU-CRO-0038,croptops,M,Maroon,2399,2504,0,N,,-4.376823677
ORD-20231012-011806,SKU-SHI-0001,shirts,XS,Blue,1999,2348,0,Y,Size issue,-17.45872936
ORD-20231012-011807,SKU-TSH-0004,tshirts,XXL,Navy,1499,2459,0,N,,-64.04269513
ORD-20231012-011808,SKU-CRO-0005,croptops,M,Beige,2399,2736,0,N,,-14.0475198
ORD-20231012-011809,SKU-PAN-0008,pants,XL,Black,2999,2595,13.5,Y,Size issue,13.47115705
ORD-20231012-011810,SKU-SHI-0001,shirts,XL,Blue,1999,2577,0,N,,-28.91445723
ORD-20231012-011811,SKU-PAN-0018,pants,XS,Olive,2799,2391,14.6,Y,Different than images,14.57663451
ORD-20231012-011812,SKU-SHI-0001,shirts,XS,White,1999,999,50,N,,50.02501251
ORD-20231012-011812,SKU-SHI-0001,shirts,S,Black,1999,999,50,N,,50.02501251
ORD-20231012-011813,SKU-SHI-0001,shirts,XXL,Grey,1999,1686,15.7,N,,15.65782891
ORD-20231012-011814,SKU-SHI-0001,shirts,XS,Navy,1999,1029,48.5,N,,48.52426213
ORD-20231012-011814,SKU-PAN-0002,pants,XS,Navy,2699,1397,48.2,N,,48.24008892
ORD-20231012-011815,SKU-SHI-0003,shirts,XL,Beige,2799,2718,2.9,N,,2.893890675
ORD-20231012-011816,SKU-SHI-0015,shirts,XL,Olive,2199,2291,0,Y,Delayed delivery,-4.183719873
ORD-20231012-011817,SKU-PAN-0002,pants,S,Olive,2699,999,50,Y,Size issue,62.98629122
ORD-20231012-011817,SKU-SHI-0003,shirts,L,White,2799,999,50,Y,Quality concern,64.30868167
ORD-20231012-011818,SKU-SHI-0001,shirts,M,Navy,1999,1021,48.9,N,,48.92446223
ORD-20231012-011818,SKU-PAN-0021,pants,XS,Black,2799,1353,50,N,,51.66130761
ORD-20231012-011819,SKU-TSH-0012,tshirts,M,Black,1999,1116,44.2,N,,44.17208604
ORD-20231012-011819,SKU-CRO-0030,croptops,S,Blue,1599,999,37.5,N,,37.52345216
ORD-20231012-011820,SKU-PAN-0009,pants,L,Maroon,2799,1360,50,N,,51.41121829
ORD-20231012-011820,SKU-SHI-0001,shirts,L,Maroon,1999,999,50,N,,50.02501251
ORD-20231012-011821,SKU-SHI-0001,shirts,XL,White,1999,1090,45.5,N,,45.47273637
ORD-20231012-011821,SKU-CRO-0007,croptops,L,White,1899,1078,43.2,N,,43.23328067
ORD-20231012-011822,SKU-SHI-0001,shirts,L,Maroon,1999,2520,0,N,,-26.06303152
ORD-20231012-011823,SKU-SHI-0036,shirts,S,Maroon,2299,1375,40.2,N,,40.19138756
ORD-20231012-011823,SKU-PAN-0002,pants,S,Maroon,2699,1566,42,N,,41.97851056
ORD-20231012-011824,SKU-SHI-0001,shirts,XS,Beige,1999,999,50,Y,Delayed delivery,50.02501251
ORD-20231012-011824,SKU-SHI-0001,shirts,XXL,White,1999,999,50,Y,Different than images,50.02501251
ORD-20231012-011824,SKU-CRO-0037,croptops,XS,White,1799,999,44.5,Y,Quality concern,44.46914953
ORD-20231012-011825,SKU-JAC-0031,jackets,XL,Navy,4799,2405,49.9,N,,49.88539279
ORD-20231012-011826,SKU-SHI-0001,shirts,M,Olive,1999,999,50,Y,Size issue,50.02501251
ORD-20231012-011826,SKU-PAN-0008,pants,M,Navy,2999,999,50,Y,Quality concern,66.6888963
ORD-20231012-011826,SKU-PAN-0021,pants,XXL,Grey,2799,999,50,Y,Size issue,64.30868167
ORD-20231012-011827,SKU-PAN-0002,pants,M,White,2699,2541,5.9,Y,Size issue,5.854020007
ORD-20231012-011828,SKU-PAN-0002,pants,XS,Black,2699,1285,50,Y,RTO,52.38977399
ORD-20231012-011828,SKU-SHO-0023,shorts,M,Navy,1799,999,44.5,Y,RTO,44.46914953
ORD-20231012-011829,SKU-SHI-0001,shirts,M,Blue,1999,1468,26.6,Y,RTO,26.56328164
ORD-20231012-011829,SKU-TSH-0004,tshirts,XS,Grey,1499,1082,27.8,Y,RTO,27.8185457
ORD-20231012-011830,SKU-SHI-0001,shirts,XS,Black,1999,1416,29.2,N,,29.16458229
ORD-20231012-011830,SKU-CRO-0030,croptops,XS,Beige,1599,1135,29,N,,29.01813634
ORD-20231012-011831,SKU-PAN-0002,pants,XXL,Black,2699,2264,16.1,Y,RTO,16.1170804
ORD-20231012-011832,SKU-JAC-0053,jackets,M,Grey,4499,2337,48.1,N,,48.05512336
ORD-20231012-011833,SKU-SHI-0001,shirts,XXL,Maroon,1999,2342,0,Y,Size issue,-17.15857929
ORD-20231012-011834,SKU-SHI-0003,shirts,M,Beige,2799,2503,10.6,N,,10.57520543
ORD-20231012-011835,SKU-PAN-0008,pants,XXL,Beige,2999,2274,24.2,Y,Different than images,24.17472491
ORD-20231012-011836,SKU-SHI-0013,shirts,L,Blue,2799,1408,49.7,N,,49.69632011
ORD-20231012-011836,SKU-TSH-0004,tshirts,XL,White,1499,999,33.4,N,,33.35557038
ORD-20231012-011837,SKU-JAC-0025,jackets,XS,Grey,4499,2659,40.9,Y,Size issue,40.89797733
ORD-20231012-011838,SKU-SHI-0001,shirts,L,Blue,1999,1706,14.7,N,,14.65732866
ORD-20231012-011839,SKU-CRO-0005,croptops,XS,Olive,2399,1502,37.4,N,,37.39057941
ORD-20231012-011839,SKU-CRO-0048,croptops,L,Beige,1799,1115,38,N,,38.02112285
ORD-20231012-011840,SKU-PAN-0002,pants,S,Black,2699,1200,50,Y,Size issue,55.53908855
ORD-20231012-011840,SKU-SHI-0001,shirts,M,Black,1999,999,50,Y,Changed mind,50.02501251
ORD-20231012-011841,SKU-PAN-0034,pants,L,Beige,2999,999,50,N,,66.6888963
ORD-20231012-011841,SKU-JAC-0025,jackets,M,Maroon,4499,1323,50,N,,70.59346521
ORD-20231012-011842,SKU-TSH-0010,tshirts,S,Grey,1799,2217,0,N,,-23.23513063
ORD-20231012-011843,SKU-SHI-0006,shirts,L,Maroon,2799,1753,37.4,Y,Different than images,37.37048946
ORD-20231012-011843,SKU-TSH-0004,tshirts,XXL,Maroon,1499,999,33.4,Y,Size issue,33.35557038
ORD-20231012-011844,SKU-PAN-0002,pants,S,Navy,2699,999,50,N,,62.98629122
ORD-20231012-011844,SKU-PAN-0002,pants,XXL,Blue,2699,999,50,N,,62.98629122
ORD-20231012-011844,SKU-PAN-0002,pants,XS,Black,2699,999,50,N,,62.98629122
ORD-20231012-011845,SKU-SHI-0001,shirts,XL,Beige,1999,2383,0,Y,Different than images,-19.2096048
ORD-20231012-011846,SKU-PAN-0002,pants,XL,Grey,2699,2216,17.9,Y,Different than images,17.89551686
ORD-20231012-011847,SKU-SHI-0001,shirts,XL,Grey,1999,999,50,N,,50.02501251
ORD-20231012-011847,SKU-PAN-0009,pants,M,Beige,2799,999,50,N,,64.30868167
ORD-20231012-011847,SKU-CRO-0019,croptops,L,Maroon,1799,999,44.5,N,,44.46914953
ORD-20231012-011848,SKU-PAN-0021,pants,S,Olive,2799,999,50,Y,Different than images,64.30868167
ORD-20231012-011848,SKU-PAN-0028,pants,M,Grey,3299,999,50,Y,Size issue,69.71809639
ORD-20231012-011848,SKU-PAN-0022,pants,L,Beige,2499,999,50,Y,Size issue,60.0240096
ORD-20231013-011849,SKU-PAN-0028,pants,S,Blue,3299,2595,21.3,N,,21.33979994
ORD-20231013-011850,SKU-TSH-0012,tshirts,M,Blue,1999,2425,0,Y,Changed mind,-21.31065533
ORD-20231013-011851,SKU-SHI-0003,shirts,XL,Beige,2799,2083,25.6,Y,Different than images,25.58056449
ORD-20231013-011852,SKU-SHI-0001,shirts,XS,Beige,1999,999,50,Y,Size issue,50.02501251
ORD-20231013-011852,SKU-CRO-0030,croptops,XXL,Maroon,1599,999,37.5,Y,Different than images,37.52345216
ORD-20231013-011852,SKU-SHI-0001,shirts,XL,Black,1999,999,50,Y,Delayed delivery,50.02501251
ORD-20231013-011853,SKU-PAN-0002,pants,M,Grey,2699,1483,45.1,N,,45.0537236
ORD-20231013-011853,SKU-SHI-0001,shirts,XXL,White,1999,1103,44.8,N,,44.82241121
ORD-20231013-011854,SKU-SHI-0036,shirts,L,Black,2299,999,50,Y,Size issue,56.54632449
ORD-20231013-011854,SKU-SHI-0003,shirts,L,White,2799,999,50,Y,Size issue,64.30868167
ORD-20231013-011854,SKU-SHI-0001,shirts,L,Navy,1999,999,50,Y,Changed mind,50.02501251
ORD-20231013-011854,SKU-SHO-0011,shorts,S,Grey,1799,999,44.5,Y,Size issue,44.46914953
ORD-20231013-011855,SKU-PAN-0008,pants,XXL,Blue,2999,2681,10.6,N,,10.60353451
ORD-20231013-011856,SKU-PAN-0020,pants,M,Maroon,2999,2181,27.3,N,,27.27575859
ORD-20231013-011857,SKU-SHI-0001,shirts,L,Navy,1999,1871,6.4,N,,6.403201601
ORD-20231013-011858,SKU-SHI-0001,shirts,L,Navy,1999,1848,7.6,N,,7.553776888
ORD-20231013-011859,SKU-PAN-0008,pants,XS,Navy,2999,999,50,N,,66.6888963
ORD-20231013-011859,SKU-SHI-0001,shirts,L,Grey,1999,999,50,N,,50.02501251
ORD-20231013-011860,SKU-SHI-0001,shirts,M,Maroon,1999,2336,0,Y,RTO,-16.85842921
ORD-20231013-011861,SKU-SHI-0003,shirts,M,Navy,2799,2141,23.5,Y,Size issue,23.50839586
ORD-20231013-011862,SKU-PAN-0047,pants,XS,Olive,2499,2236,10.5,N,,10.52420968
ORD-20231013-011863,SKU-TSH-0004,tshirts,XS,Maroon,1499,1895,0,Y,Size issue,-26.41761174
ORD-20231013-011864,SKU-TSH-0004,tshirts,XS,Grey,1499,2535,0,N,,-69.11274183
ORD-20231013-011865,SKU-PAN-0021,pants,XL,Black,2799,2656,5.1,Y,Changed mind,5.108967488
ORD-20231013-011866,SKU-PAN-0009,pants,XL,Beige,2799,999,50,Y,RTO,64.30868167
ORD-20231013-011866,SKU-CRO-0035,croptops,L,Olive,1799,999,44.5,Y,RTO,44.46914953
ORD-20231013-011866,SKU-SHI-0015,shirts,XS,Black,2199,999,50,Y,RTO,54.57025921
ORD-20231013-011867,SKU-PAN-0002,pants,M,Grey,2699,2078,23,N,,23.00852167
ORD-20231013-011868,SKU-PAN-0002,pants,XXL,Navy,2699,999,50,N,,62.98629122
ORD-20231013-011868,SKU-PAN-0018,pants,XXL,White,2799,999,50,N,,64.30868167
ORD-20231013-011869,SKU-CRO-0007,croptops,L,White,1899,2916,0,N,,-53.55450237
ORD-20231013-011870,SKU-PAN-0009,pants,L,Maroon,2799,2209,21.1,N,,21.07895677
ORD-20231013-011871,SKU-SHI-0001,shirts,S,Black,1999,2259,0,N,,-13.00650325
ORD-20231013-011872,SKU-PAN-0002,pants,XS,Blue,2699,2896,0,N,,-7.298999629
ORD-20231013-011873,SKU-TSH-0012,tshirts,XL,Olive,1999,2815,0,Y,RTO,-40.82041021
ORD-20231013-011874,SKU-SHI-0001,shirts,XXL,Olive,1999,1921,3.9,N,,3.901950975
ORD-20231013-011875,SKU-SHI-0001,shirts,XS,Grey,1999,999,50,Y,RTO,50.02501251
ORD-20231013-011875,SKU-SHI-0001,shirts,XXL,Beige,1999,999,50,Y,RTO,50.02501251
ORD-20231013-011876,SKU-TSH-0010,tshirts,S,Blue,1799,999,44.5,N,,44.46914953
ORD-20231013-011876,SKU-JAC-0025,jackets,M,White,4499,999,50,N,,77.79506557
ORD-20231013-011876,SKU-SHI-0001,shirts,S,Blue,1999,999,50,N,,50.02501251
ORD-20231013-011877,SKU-SHI-0006,shirts,L,Beige,2799,2205,21.2,N,,21.22186495
ORD-20231014-011878,SKU-SHI-0001,shirts,XXL,Grey,1999,1552,22.4,N,,22.36118059
ORD-20231014-011878,SKU-TSH-0004,tshirts,M,Grey,1499,1225,18.2,N,,18.27885257
ORD-20231014-011879,SKU-SHI-0015,shirts,S,Navy,2199,2403,0,Y,RTO,-9.276944065
ORD-20231014-011880,SKU-CRO-0048,croptops,M,Navy,1799,1585,11.9,N,,11.8954975
ORD-20231014-011880,SKU-TSH-0032,tshirts,XS,Olive,1499,1321,11.9,N,,11.87458306
ORD-20231014-011881,SKU-SHO-0011,shorts,S,Beige,1799,2598,0,N,,-44.41356309
ORD-20231014-011882,SKU-TSH-0004,tshirts,XXL,Grey,1499,2456,0,N,,-63.84256171
ORD-20231014-011883,SKU-SHI-0003,shirts,XS,Grey,2799,2333,16.6,Y,Different than images,16.64880314
ORD-20231014-011884,SKU-CRO-0014,croptops,M,Black,1799,2292,0,N,,-27.4041134
ORD-20231014-011885,SKU-CRO-0007,croptops,XL,Grey,1899,2120,0,N,,-11.63770405
ORD-20231014-011886,SKU-PAN-0026,pants,L,Grey,3299,999,50,N,,69.71809639
ORD-20231014-011886,SKU-PAN-0002,pants,L,Blue,2699,999,50,N,,62.98629122
ORD-20231014-011886,SKU-JAC-0031,jackets,M,Beige,4799,999,50,N,,79.18316316
ORD-20231014-011887,SKU-TSH-0004,tshirts,XL,Blue,1499,2308,0,N,,-53.96931288
ORD-20231014-011888,SKU-SHI-0001,shirts,L,Beige,1999,2179,0,N,,-9.004502251
ORD-20231014-011889,SKU-TSH-0004,tshirts,L,Black,1499,999,33.4,N,,33.35557038
ORD-20231014-011889,SKU-SHI-0001,shirts,XL,Grey,1999,999,50,N,,50.02501251
ORD-20231014-011890,SKU-TSH-0004,tshirts,XXL,Blue,1499,2161,0,N,,-44.16277518
ORD-20231014-011891,SKU-PAN-0009,pants,XL,White,2799,1964,29.8,N,,29.83208289
ORD-20231014-011892,SKU-SHI-0001,shirts,XS,White,1999,1158,42.1,N,,42.07103552
ORD-20231014-011892,SKU-PAN-0022,pants,M,Blue,2499,1437,42.5,N,,42.4969988
ORD-20231014-011893,SKU-SHI-0003,shirts,L,Olive,2799,2075,25.9,N,,25.86638085
ORD-20231014-011894,SKU-SHO-0050,shorts,XL,White,1799,2170,0,N,,-20.62256809
ORD-20231014-011895,SKU-CRO-0005,croptops,M,Grey,2399,2342,2.4,Y,Fit not as expected,2.375989996
ORD-20231014-011896,SKU-TSH-0004,tshirts,L,Navy,1499,2286,0,N,,-52.50166778
ORD-20231014-011897,SKU-PAN-0002,pants,S,Navy,2699,999,50,N,,62.98629122
ORD-20231014-011897,SKU-SHI-0017,shirts,XXL,Black,2299,999,50,N,,56.54632449
ORD-20231014-011897,SKU-PAN-0009,pants,S,Grey,2799,999,50,N,,64.30868167
ORD-20231014-011898,SKU-SHI-0001,shirts,XL,Navy,1999,999,50,N,,50.02501251
ORD-20231014-011898,SKU-PAN-0047,pants,M,Blue,2499,999,50,N,,60.0240096
ORD-20231014-011899,SKU-SHI-0001,shirts,M,Maroon,1999,2377,0,N,,-18.90945473
ORD-20231014-011900,SKU-SHI-0015,shirts,XL,White,2199,2191,0.4,N,,0.363801728
ORD-20231014-011901,SKU-TSH-0010,tshirts,S,Beige,1799,999,44.5,N,,44.46914953
ORD-20231014-011901,SKU-SHI-0001,shirts,L,Blue,1999,999,50,N,,50.02501251
ORD-20231014-011901,SKU-CRO-0005,croptops,L,Black,2399,999,50,N,,58.35764902
ORD-20231014-011902,SKU-TSH-0012,tshirts,XL,Black,1999,2706,0,N,,-35.36768384
ORD-20231014-011903,SKU-TSH-0012,tshirts,XL,Beige,1999,2026,0,N,,-1.350675338
ORD-20231014-011904,SKU-SHI-0001,shirts,L,Navy,1999,2057,0,Y,Quality concern,-2.901450725
ORD-20231014-011905,SKU-SHI-0001,shirts,XS,Olive,1999,999,50,N,,50.02501251
ORD-20231014-011905,SKU-PAN-0002,pants,XL,Black,2699,1359,49.6,N,,49.64801778
ORD-20231014-011906,SKU-JAC-0027,jackets,L,Maroon,4799,1182,50,N,,75.36986872
ORD-20231014-011906,SKU-CRO-0019,croptops,M,Olive,1799,999,44.5,N,,44.46914953
ORD-20231014-011907,SKU-SHI-0015,shirts,XXL,Maroon,2199,1378,37.3,N,,37.33515234
ORD-20231014-011907,SKU-SHI-0001,shirts,S,Blue,1999,1289,35.5,N,,35.51775888
ORD-20231014-011908,SKU-PAN-0009,pants,L,Blue,2799,2593,7.4,N,,7.359771347
ORD-20231014-011909,SKU-SHI-0003,shirts,XL,White,2799,999,50,N,,64.30868167
ORD-20231014-011909,SKU-CRO-0014,croptops,XS,Maroon,1799,999,44.5,N,,44.46914953
ORD-20231014-011909,SKU-SHI-0001,shirts,L,White,1999,999,50,N,,50.02501251
ORD-20231015-011910,SKU-CRO-0007,croptops,XL,Grey,1899,1415,25.5,Y,RTO,25.48709847
ORD-20231015-011910,SKU-TSH-0049,tshirts,XS,Maroon,1499,1044,30.3,Y,RTO,30.35356905
